Movie ID,Movie Title,Release Year,Runtime,Budget,Box Office,Chapter ID,Chapter Name,Movie Chapter,Dialogue ID,Place ID,Character ID,Dialogue,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Place Name,Place Category,Budget_Numeric,BoxOffice_Numeric,BoxOffice_to_Budget,Release Year Extracted,Profit_Margin
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,1,Doorstep Delivery,1,11,8,7,"Albus, do you really think it's safe, leaving him with these people? I've watched them all day. They're the worst sort of Muggles imaginable. They really are...",Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,1,Doorstep Delivery,1,12,8,4,The only family he has.,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,1,Doorstep Delivery,1,13,8,7,This boy will be famous. There won't be a child in our world who doesn't know his name.,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,1,Doorstep Delivery,1,14,8,4,Exactly. He's better off growing up away from all that. Until he is ready.,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,1,Doorstep Delivery,1,15,8,4,"There, there, Hagrid. It's not really goodbye, after all.",Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,1,Doorstep Delivery,1,16,8,4,Good luck...Harry Potter.,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,17,8,32,Up. Get up.  Now!,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,18,8,31,"Wake up, cousin! We're going to the zoo!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,19,8,32,"Oh, here he comes, the birthday boy!",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,20,8,21,"Happy birthday, son.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,21,8,32,"Why don't you just cook the breakfast, and try not to burn anything.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,22,8,1,"Yes, Aunt Petunia.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,23,8,32,I want everything to be perfect for my Dudley's special day.,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,24,8,21,"Hurry up! Bring my coffee, boy!",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,25,8,1,"Yes, Uncle Vernon.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,26,8,32,"Aren't they wonderful, darling?",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,27,8,31,How many are there?,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,28,8,21,Thirty-six. Counted 'em myself.,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,29,8,31,Thirty-six?! But last year last year I had thirty-seven!!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,30,8,21,"Err yes, well, some of them are quite a bit bigger than last year.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,31,8,31,I don't care how big they are!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,32,8,32,"Oh, now, now, now. This is what we're going to do, is that when we go out, we're going to buy you two new presents! How's that, pumpkin?",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,33,8,32,This will be a lovely day at the zoo. I'm really looking forward to it.,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,34,8,21,"I'm warning you now, boy. Any funny business, any at all, and you won't have any meals for a week. Get in.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,35,8,31,Make it move.,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,36,8,21,Move!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,37,8,31,MOVE!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,38,8,1,He's asleep!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,39,8,31,He's boring.,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,40,8,1,"Sorry about him. He doesn't understand what it's like, lying there day after day, having people press their ugly faces in on you.  Can you...hear me?  It's just...I've never talked to a snake before. Do you...I mean...do you talk to people often?  You're from Burma, aren't you? Was it nice there, do you miss your family?  I see. That's me as well. I never knew my parents, either.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,41,8,31,"Mummy, dad, come here! You won't believe what this snake is doing!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,42,8,31,Whoa! Ahh! Ahh!!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,43,8,161,Thanks.,Student,,,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,44,8,1,Anytime.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,45,8,139,SNAKE!,Man,,,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,46,8,31,"Mum, mummy!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,47,8,32,AHH!,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,48,8,31,"Mum, help! Help me!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,2,The Vanishing Glass,2,49,8,32,"My darling boy! How did you get in there?! How did you get in there? Dursley, oh, Dursley!",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,50,8,32,It's all right. It's all right.,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,51,8,1,Ow!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,52,8,21,What happened?!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,53,8,1,"I swear I don't know!  One minute, the glass was there and then it was gone! It was like magic!",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,54,8,21,There's no such thing as magic!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,55,8,32,"Awww, smile.  Vernon, just look at him. I can't believe it. In just a week you'll be off to Smeltings.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,56,8,21,Caveat Smeltona. Proudest moment of my life.,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,57,8,1,"Will I have to wear that, too?",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,58,8,32,"What, you? Go to Smeltings?",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,59,8,21,Ha!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,60,8,32,"Oh, don't be so stupid, you're going to the state school where you belong.  And this is what you're gonna be wearing when I've finished dyeing it.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,61,8,1,But that's Dudley's old uniform. It'll fit me like bits of old Elephant skin.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,62,8,32,It'll fit you well enough. Go get the post.  Go!,Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,63,8,21,"Oh, Marge is ill! Ate a funny whelk.",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,64,8,31,Dad! Look! Harry's got a letter!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,65,8,1,"Hey, give it back! It's mine!",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,66,8,21,Yours? Who'd be writing to you?,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,67,8,21,No more mail through this letterbox.,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,68,8,32,"Have a lovely day at the office, dear.",Petunia Dursley,Human,Female,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,69,8,21,Shoo! Go on!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,70,8,21,"Fine day Sunday. In my opinion, best day of the week. Why is that, Dudley?",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,71,8,1,Because there's no post on Sunday?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,72,8,21,"Ah, right you are, Harry. No post on Sunday. Ha! No blasted letters today. No, sir. Not one single bloody letter, not one.  No, sir, not one blasted, miserable-",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,73,8,31,AHH! Make it stop! Please make it stop!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,74,8,21,"Go away, ahh!",Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,75,8,31,What is it? Please tell me what's happening!,Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,76,8,21,Give me that! Give me that letter!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,77,8,1,Get off! Ahh!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,78,8,21,Ahh!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,79,8,1,They're my letters! Let go of me!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,80,8,21,That's it! We're going away! Far away! Where they can't find us!,Vernon Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,3,Letters from No One,3,81,8,31,"Daddy's gone mad, hasn't he?!",Dudley Dursley,Human,Male,,,,,4 Privet Drive,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,82,10,1,"Make a wish, Harry.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,83,10,21,Who's there? Ahh!,Vernon Dursley,Human,Male,,,,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,84,10,5,Sorry 'bout that.,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,85,10,21,"I demand that you leave at once, sir! You are breaking and entering!",Vernon Dursley,Human,Male,,,,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,86,10,5,"Dry up, Dursley, you great prune.  Boy, I haven't seen you since you was a baby, Harry, but you're a bit more along than I would have expected. Particularly 'round the middle!",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,87,10,31,I-I-I'm not Harry.,Dudley Dursley,Human,Male,,,,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,88,10,1,I-I am.,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,89,10,5,"Oh, well, of course you are! Got something for ya. 'Fraid I might have sat on it at some point! I imagine that it'll taste fine just the same. Ahh. Baked it myself.  Words and all. Heh.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,90,10,1,Thank you!,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,91,10,5,"It's not every day that your young man turns eleven, now is it?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,92,10,1,"Excuse me, who are you?",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,93,10,5,"Rubeus Hagrid. Keeper of keys and grounds at Hogwarts. Course, you'll know all about Hogwarts.",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,94,10,1,"Sorry, no.",Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,95,10,5,"No? Blimey, Harry, didn't you ever wonder where your mum and dad learned it all?",Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,,Oak,,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
1,Harry Potter and the Philosopher's Stone,,152,125000000.0,1002000000.0,4,Keeper of the Keys,4,96,10,1,Learned what?,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Hut-on-the-Rock,Dwellings,125000000.0,1002000000.0,8.016,,701.6
